AppID,Name,Release_Date,Primary_Genre,All_Tags,Price_USD,Discount_Pct,Review_Score_Pct,Total_Reviews,Steam_Deck_Status,Estimated_Owners,24h_Peak_Players,metadata_soup
505460,Foxhole,2022-09-28,Action,Massively Multiplayer;Wargame;Military;Base Building;Open World;Sandbox;World War II;War;Top-Down;Strategy,29.99,0,64,44061,Unknown,1321830,2821,action massively multiplayer;wargame;military;base building;open world;sandbox;world war ii;war;top-down;strategy
379430,Kingdom Come: Deliverance,2018-02-13,Action,Medieval;RPG;Open World;Singleplayer;Realistic;Historical;Story Rich;First-Person;Adventure;Swordplay,29.99,0,82,136417,Unknown,4092510,2520,action medieval;rpg;open world;singleplayer;realistic;historical;story rich;first-person;adventure;swordplay
815370,Green Hell,2019-09-05,Action,Open World Survival Craft;Survival;Multiplayer;Online Co-Op;Open World;Crafting;Action;Base Building;Singleplayer;Adventure,2.49,90,80,71698,Unknown,2150940,1656,action open world survival craft;survival;multiplayer;online co-op;open world;crafting;action;base building;singleplayer;adventure
4206270,Wireworks,2026-03-09,Indie,Roguelike Deckbuilder;Tower Defense;Auto Battler;Automation;Strategy;Inventory Management;Programming;Deckbuilding;Roguelike;Roguelite,5.59,20,90,133,Unknown,3990,0,indie roguelike deckbuilder;tower defense;auto battler;automation;strategy;inventory management;programming;deckbuilding;roguelike;roguelite
1812370,Little Goody Two Shoes,2023-11-07,Adventure,Adventure;Horror;RPG;LGBTQ+;Dating Sim;Exploration;2D;Choices Matter;Multiple Endings;Female Protagonist,9.99,50,90,1967,Unknown,59010,13,adventure adventure;horror;rpg;lgbtq+;dating sim;exploration;2d;choices matter;multiple endings;female protagonist
341800,Keep Talking and Nobody Explodes,2015-10-08,Indie,Co-op;Local Multiplayer;Puzzle;Party Game;Board Game;Local Co-Op;Multiplayer;Party;VR;Casual,14.99,0,97,13925,Unknown,417750,148,indie co-op;local multiplayer;puzzle;party game;board game;local co-op;multiplayer;party;vr;casual
2916430,Fast Food Simulator,2024-12-10,Indie,Simulation;Online Co-Op;Cooking;Multiplayer;Management;Co-op;Indie;First-Person;3D;Singleplayer,14.99,0,71,7657,Unknown,229710,545,indie simulation;online co-op;cooking;multiplayer;management;co-op;indie;first-person;3d;singleplayer
24200,DC Universe™ Online,2011-11-02,Action,Free to Play;Superhero;MMORPG;Massively Multiplayer;Character Customization;Action;Comic Book;RPG;Multiplayer;Adventure,0.0,0,75,215,Unknown,6450,546,action free to play;superhero;mmorpg;massively multiplayer;character customization;action;comic book;rpg;multiplayer;adventure
1557740,ROUNDS,2021-04-01,Action,Multiplayer;Fighting;Local Multiplayer;2D Fighter;Deckbuilding;Roguelite;Action;Indie;PvP;Card Battler,2.99,50,96,33472,Unknown,1004160,555,action multiplayer;fighting;local multiplayer;2d fighter;deckbuilding;roguelite;action;indie;pvp;card battler
2356560,Monster Hunter Stories,2024-06-13,RPG,RPG;JRPG;3D;Fantasy;PvP;Singleplayer;Multiplayer;Story Rich;Adventure;Exploration,29.99,0,85,1274,Unknown,38220,42,rpg rpg;jrpg;3d;fantasy;pvp;singleplayer;multiplayer;story rich;adventure;exploration
